Date,Open,High,Low,Close,Volume
2024-01-01,0.36477699875831604,0.3957490026950836,0.362729012966156,0.3898029923439026,1315585
2024-01-02,0.38982000946998596,0.39229899644851685,0.3603909909725189,0.36076200008392334,1587160
2024-01-03,0.3607810139656067,0.36643698811531067,0.30962899327278137,0.3253859877586365,1515430
2024-01-04,0.32530999183654785,0.37953001260757446,0.3248710036277771,0.3704729974269867,1093026
2024-01-05,0.37046799063682556,0.37103700637817383,0.35510000586509705,0.3581329882144928,759500
2024-01-06,0.3581880033016205,0.359279990196228,0.33326300978660583,0.3573780059814453,1001667
2024-01-07,0.3574019968509674,0.38346898555755615,0.3571400046348572,0.36648300290107727,1042275
2024-01-08,0.3665139973163605,0.3744350075721741,0.3430030047893524,0.3703570067882538,848778
2024-01-09,0.3703089952468872,0.38367199897766113,0.3620310127735138,0.3828740119934082,1167754
2024-01-10,0.3828740119934082,0.43732699751853943,0.38124600052833557,0.42094698548316956,2166603
2024-01-11,0.42094698548316956,0.6349499821662903,0.40707001090049744,0.5805469751358032,8010657
2024-01-12,0.5802140235900879,0.6073989868164062,0.511771023273468,0.5313979983329773,4403528
2024-01-13,0.5270810127258301,0.5343509912490845,0.4829939901828766,0.5131199955940247,1989261
2024-01-14,0.5131480097770691,0.5146620273590088,0.48083698749542236,0.48579201102256775,1108212
2024-01-15,0.48579201102256775,0.511879026889801,0.46870899200439453,0.4841899871826172,1320754
2024-01-16,0.4839310050010681,0.5046380162239075,0.4747140109539032,0.4956749975681305,1331030
2024-01-17,0.49564599990844727,0.6172549724578857,0.4938560128211975,0.5884060263633728,3744113
2024-01-18,0.5886769890785217,0.6195669770240784,0.553741991519928,0.5795270204544067,15245172
2024-01-19,0.5793930292129517,0.5794829726219177,0.4464769959449768,0.48371198773384094,4639751
2024-01-20,0.48533201217651367,0.5153610110282898,0.47329801321029663,0.48482200503349304,2962591
2024-01-21,0.48482200503349304,0.5094559788703918,0.47827500104904175,0.495947003364563,980552
2024-01-22,0.4959850013256073,0.4959850013256073,0.4227980077266693,0.4374780058860779,1609116
2024-01-23,0.4374780058860779,0.44714200496673584,0.4073469936847687,0.4224660098552704,1181672
2024-01-24,0.4224660098552704,0.4416790008544922,0.41455700993537903,0.42206400632858276,918432
2024-01-25,0.42401400208473206,0.4689820110797882,0.40773800015449524,0.46825000643730164,1602872
2024-01-26,0.4703820049762726,0.5465610027313232,0.44908198714256287,0.5180069804191589,3169137
2024-01-27,0.5180069804191589,0.5299509763717651,0.5012519955635071,0.5018979907035828,1058396
2024-01-28,0.5018979907035828,0.5149120092391968,0.48927098512649536,0.49570900201797485,744478
2024-01-29,0.49570900201797485,0.5353109836578369,0.4673129916191101,0.5310869812965393,1483912
2024-01-30,0.531029999256134,0.5344319939613342,0.5005589723587036,0.5190110206604004,987564
2024-01-31,0.5186650156974792,0.5246400237083435,0.49754199385643005,0.49817800521850586,1026672
2024-02-01,0.4985029995441437,0.4985029995441437,0.45490598678588867,0.47494399547576904,1500107
2024-02-02,0.47499099373817444,0.49507200717926025,0.4571000039577484,0.4728519916534424,1045985
2024-02-03,0.4728510081768036,0.48188599944114685,0.45615699887275696,0.4561749994754791,600582
2024-02-04,0.4576449990272522,0.4757870137691498,0.4518660008907318,0.45191800594329834,545024
2024-02-05,0.45452600717544556,0.4550760090351105,0.44256699085235596,0.44404101371765137,746647
2024-02-06,0.44415101408958435,0.4585219919681549,0.4437809884548187,0.4469360113143921,664335
2024-02-07,0.4474790096282959,0.4474790096282959,0.42380499839782715,0.4328550100326538,1037597
2024-02-08,0.43285199999809265,0.4650120139122009,0.40335801243782043,0.4304490089416504,1759554
2024-02-09,0.43066298961639404,0.4432399868965149,0.41515201330184937,0.4332849979400635,1003371
2024-02-10,0.43328699469566345,0.4411810040473938,0.4184100031852722,0.4337570071220398,680651
2024-02-11,0.43378299474716187,0.4631820023059845,0.43158701062202454,0.451321005821228,933758
2024-02-12,0.45131000876426697,0.46637600660324097,0.4406209886074066,0.44557300209999084,1006888
2024-02-13,0.44493401050567627,0.468502014875412,0.44280698895454407,0.4498949944972992,1144317
2024-02-14,0.4498539865016937,0.491582989692688,0.4485200047492981,0.47568199038505554,1366532
2024-02-15,0.4757010042667389,0.4967379868030548,0.4674440026283264,0.4894050061702728,1406611
2024-02-16,0.48915401101112366,0.533079981803894,0.48802900314331055,0.5072960257530212,1968647
2024-02-17,0.5072950124740601,0.5109300017356873,0.4830529987812042,0.5095790028572083,1022356
2024-02-18,0.5101810097694397,0.5150139927864075,0.4911879897117615,0.5015159845352173,1004636
2024-02-19,0.5015419721603394,0.5091180205345154,0.4833739995956421,0.48736000061035156,1078428
2024-02-20,0.488772988319397,0.49211499094963074,0.4683229923248291,0.4780139923095703,1533175
2024-02-21,0.4785589873790741,0.48138099908828735,0.4502969980239868,0.45761799812316895,1122666
2024-02-22,0.45767900347709656,0.48240798711776733,0.4531260132789612,0.47734999656677246,1212935
2024-02-23,0.47736701369285583,0.47949400544166565,0.4430310130119324,0.4443790018558502,1185851
2024-02-24,0.4450039863586426,0.45062699913978577,0.4246459901332855,0.43044599890708923,1570704
2024-02-25,0.43044599890708923,0.4456399977207184,0.4135429859161377,0.44002100825309753,2445762
2024-02-26,0.44002801179885864,0.44641900062561035,0.41690298914909363,0.43293800950050354,1742992
